Partner,HS code,Product Name,Year,TariffRate
Togo,90,"OPTICAL, PHOTOGRAPHIC, CINEMATOGRAPHIC, MEASURING,",2013,5.08
Togo,94,"FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS,",2013,20
Tonga,39,PLASTICS AND ARTICLES THEREOF,2013,11.92
Tonga,84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICA",2007,0.06
Tonga,85,ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THERE,2008,0.16
Tonga,87,VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STO,2009,0.3
Tonga,90,"OPTICAL, PHOTOGRAPHIC, CINEMATOGRAPHIC, MEASURING,",2010,11.62
Tonga,94,"FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS,",2011,17.69
Trinidad and Tobago,73,ARTICLES OF IRON OR STEEL,2007,1.96
Trinidad and Tobago,84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICA",2012,6.38
Trinidad and Tobago,87,VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STO,2008,6.7
Trinidad and Tobago,90,"OPTICAL, PHOTOGRAPHIC, CINEMATOGRAPHIC, MEASURING,",2013,5.9
United Arab Emirates,39,PLASTICS AND ARTICLES THEREOF,2009,5
United Arab Emirates,84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICA",2009,4.63
United Arab Emirates,87,VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STO,2009,5
United Arab Emirates,94,"FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS,",2009,5
Tunisia,73,ARTICLES OF IRON OR STEEL,2010,14.5
Tunisia,85,ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THERE,2010,16.95
Tunisia,90,"OPTICAL, PHOTOGRAPHIC, CINEMATOGRAPHIC, MEASURING,",2010,1.46
Turkey,39,PLASTICS AND ARTICLES THEREOF,2009,5.83
Turkey,84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICA",2007,1.4
Turkey,85,ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THERE,2010,1.98
Turkey,90,"OPTICAL, PHOTOGRAPHIC, CINEMATOGRAPHIC, MEASURING,",2008,0.56
Turkey,94,"FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS,",2011,1.36
Uganda,39,PLASTICS AND ARTICLES THEREOF,2011,4.07
Uganda,84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICA",2011,1.09
Uganda,87,VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STO,2011,3.49
Uganda,94,"FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS,",2011,21.46
Ukraine,84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICA",2012,0.92
Ukraine,90,"OPTICAL, PHOTOGRAPHIC, CINEMATOGRAPHIC, MEASURING,",2011,0.2
North Macedonia,39,PLASTICS AND ARTICLES THEREOF,2009,4.66
North Macedonia,84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICA",2007,2.54
North Macedonia,85,ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THERE,2010,4.03
North Macedonia,90,"OPTICAL, PHOTOGRAPHIC, CINEMATOGRAPHIC, MEASURING,",2008,0.3
North Macedonia,94,"FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS,",2011,3.45
"Egypt, Arab Rep.",73,ARTICLES OF IRON OR STEEL,2007,12.18
"Egypt, Arab Rep.",84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICA",2008,6.93
"Egypt, Arab Rep.",85,ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THERE,2009,3.18
"Egypt, Arab Rep.",87,VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STO,2010,20.03
"Egypt, Arab Rep.",90,"OPTICAL, PHOTOGRAPHIC, CINEMATOGRAPHIC, MEASURING,",2011,3.65
"Egypt, Arab Rep.",94,"FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS,",2012,23.17
United Kingdom,73,ARTICLES OF IRON OR STEEL,2008,2.47
United Kingdom,84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICA",2011,1.17
United Kingdom,87,VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STO,2009,3.51
United Kingdom,94,"FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS,",2007,1.75
Tanzania,39,PLASTICS AND ARTICLES THEREOF,2011,5.71
Tanzania,84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICA",2011,4.2
Tanzania,87,VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STO,2011,10.55
Tanzania,94,"FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS,",2011,19.78
Burkina Faso,90,"OPTICAL, PHOTOGRAPHIC, CINEMATOGRAPHIC, MEASURING,",2012,5.41
Burkina Faso,94,"FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS,",2012,19.49
Uruguay,73,ARTICLES OF IRON OR STEEL,2008,15.15
Uruguay,84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICA",2011,2.36
Uruguay,87,VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STO,2009,12.97
Uruguay,90,"OPTICAL, PHOTOGRAPHIC, CINEMATOGRAPHIC, MEASURING,",2012,4.97
Uzbekistan,39,PLASTICS AND ARTICLES THEREOF,2012,11.01
Uzbekistan,85,ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THERE,2009,3.87
Uzbekistan,94,"FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS,",2008,16.56
Samoa,90,"OPTICAL, PHOTOGRAPHIC, CINEMATOGRAPHIC, MEASURING,",2011,19.18
Yemen,85,ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THERE,2009,5.05
"Serbia, FR(Serbia/Montenegro)",39,PLASTICS AND ARTICLES THEREOF,2008,4.59
"Serbia, FR(Serbia/Montenegro)",84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICA",2008,3.79
"Serbia, FR(Serbia/Montenegro)",87,VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STO,2008,9.1
"Serbia, FR(Serbia/Montenegro)",94,"FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS,",2008,10.85
Zambia,39,PLASTICS AND ARTICLES THEREOF,2011,10.85
Zambia,84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICA",2009,4.86
Zambia,87,VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STO,2007,14.58
Zambia,90,"OPTICAL, PHOTOGRAPHIC, CINEMATOGRAPHIC, MEASURING,",2010,11.2
European Union,39,PLASTICS AND ARTICLES THEREOF,2008,5.28
European Union,73,ARTICLES OF IRON OR STEEL,2011,2.59
European Union,85,ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THERE,2009,1.3
European Union,90,"OPTICAL, PHOTOGRAPHIC, CINEMATOGRAPHIC, MEASURING,",2007,0.69
European Union,94,"FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS,",2010,1.58
Afghanistan,84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICA",2012,3.09
Afghanistan,87,VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STO,2018,4.21
Albania,39,PLASTICS AND ARTICLES THEREOF,2013,2.4
Albania,73,ARTICLES OF IRON OR STEEL,2016,14.09
Albania,85,ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THERE,2014,0.09
Albania,90,"OPTICAL, PHOTOGRAPHIC, CINEMATOGRAPHIC, MEASURING,",2012,0.19
Albania,94,"FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS,",2015,0
Algeria,84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICA",2014,5.96
Algeria,87,VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STO,2016,8.75
Angola,39,PLASTICS AND ARTICLES THEREOF,2015,16.09
Angola,84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICA",2015,2.18
Angola,87,VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STO,2015,12.09
Angola,94,"FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS,",2015,21.65
Azerbaijan,73,ARTICLES OF IRON OR STEEL,2013,9.68
Azerbaijan,85,ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THERE,2013,9.38
Azerbaijan,90,"OPTICAL, PHOTOGRAPHIC, CINEMATOGRAPHIC, MEASURING,",2013,1.62
Argentina,39,PLASTICS AND ARTICLES THEREOF,2014,10.53
Argentina,73,ARTICLES OF IRON OR STEEL,2017,15.21
Argentina,85,ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THERE,2015,13.13
Argentina,90,"OPTICAL, PHOTOGRAPHIC, CINEMATOGRAPHIC, MEASURING,",2013,10.28
Argentina,94,"FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS,",2016,24.43
Australia,73,ARTICLES OF IRON OR STEEL,2013,4.91
Australia,84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICA",2016,2.75
Australia,87,VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STO,2014,4.42
Australia,94,"FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS,",2012,3.97
Austria,39,PLASTICS AND ARTICLES THEREOF,2015,5.85
Austria,84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICA",2013,0.96
Austria,85,ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THERE,2016,1.24
Austria,90,"OPTICAL, PHOTOGRAPHIC, CINEMATOGRAPHIC, MEASURING,",2014,0.56
"Bahamas, The",39,PLASTICS AND ARTICLES THEREOF,2013,42.74
"Bahamas, The",73,ARTICLES OF IRON OR STEEL,2016,37.58
"Bahamas, The",85,ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THERE,2014,32.26
"Bahamas, The",87,VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STO,2018,0
"Bahamas, The",94,"FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS,",2015,35.78
Bahrain,73,ARTICLES OF IRON OR STEEL,2014,5
Bahrain,85,ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THERE,2014,2.12
Bahrain,90,"OPTICAL, PHOTOGRAPHIC, CINEMATOGRAPHIC, MEASURING,",2014,3.35
Bangladesh,39,PLASTICS AND ARTICLES THEREOF,2013,7.44
Bangladesh,84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICA",2013,4.03
Bangladesh,87,VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STO,2013,13.31
Bangladesh,94,"FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS,",2013,18.06
Armenia,73,ARTICLES OF IRON OR STEEL,2016,6.23
Armenia,87,VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STO,2015,4.82
Belgium,39,PLASTICS AND ARTICLES THEREOF,2012,5.89
Belgium,73,ARTICLES OF IRON OR STEEL,2015,2.72
Belgium,85,ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THERE,2013,2.34
Belgium,87,VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STO,2016,4.84
Belgium,94,"FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS,",2014,1.66
Bermuda,73,ARTICLES OF IRON OR STEEL,2012,20.71
Bermuda,84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICA",2015,24.05
Bermuda,87,VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STO,2013,35.93
Bermuda,90,"OPTICAL, PHOTOGRAPHIC, CINEMATOGRAPHIC, MEASURING,",2016,12.4
Bhutan,84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICA",2015,6.07
Bolivia,39,PLASTICS AND ARTICLES THEREOF,2016,8.89
Bolivia,84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICA",2016,3.37
Bolivia,87,VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STO,2016,9.03
Bolivia,94,"FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS,",2016,22.86
Bosnia and Herzegovina,73,ARTICLES OF IRON OR STEEL,2014,8.94
Bosnia and Herzegovina,85,ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THERE,2012,5.7
Bosnia and Herzegovina,87,VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STO,2015,9.15
Bosnia and Herzegovina,94,"FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS,",2013,9.87
Botswana,39,PLASTICS AND ARTICLES THEREOF,2016,3.92
Botswana,84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICA",2014,2.18
Botswana,87,VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STO,2012,5.17
Botswana,90,"OPTICAL, PHOTOGRAPHIC, CINEMATOGRAPHIC, MEASURING,",2015,0.01
Brazil,39,PLASTICS AND ARTICLES THEREOF,2014,10.3
Brazil,84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICA",2014,8.65
Brazil,87,VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STO,2014,17.52
Brazil,94,"FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS,",2014,17.74
Belize,73,ARTICLES OF IRON OR STEEL,2013,7.54
Belize,84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICA",2016,5.65
Belize,87,VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STO,2014,15.93
Belize,90,"OPTICAL, PHOTOGRAPHIC, CINEMATOGRAPHIC, MEASURING,",2017,8.17
Solomon Islands,39,PLASTICS AND ARTICLES THEREOF,2017,10
Solomon Islands,84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICA",2017,4.42
Solomon Islands,87,VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STO,2017,10.31
Solomon Islands,94,"FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS,",2017,10
Brunei,73,ARTICLES OF IRON OR STEEL,2013,0.05
Brunei,84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICA",2016,1.25
Brunei,87,VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STO,2014,1.65
Brunei,94,"FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS,",2012,4.16
Bulgaria,39,PLASTICS AND ARTICLES THEREOF,2015,6.16
Bulgaria,84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICA",2013,0.92
Bulgaria,85,ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THERE,2016,1.14
Bulgaria,90,"OPTICAL, PHOTOGRAPHIC, CINEMATOGRAPHIC, MEASURING,",2014,0.94
Myanmar,39,PLASTICS AND ARTICLES THEREOF,2012,1.72
Myanmar,73,ARTICLES OF IRON OR STEEL,2015,1.58
Myanmar,85,ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THERE,2013,4.58
Myanmar,87,VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STO,2016,6.82
Myanmar,94,"FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS,",2014,10.6
Burundi,73,ARTICLES OF IRON OR STEEL,2012,20.87
Burundi,84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICA",2015,1.94
Burundi,87,VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STO,2013,12.41
Burundi,90,"OPTICAL, PHOTOGRAPHIC, CINEMATOGRAPHIC, MEASURING,",2016,0.43
Belarus,39,PLASTICS AND ARTICLES THEREOF,2014,7.38
Belarus,84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICA",2012,3.84
Belarus,85,ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THERE,2015,2.6
Belarus,90,"OPTICAL, PHOTOGRAPHIC, CINEMATOGRAPHIC, MEASURING,",2013,2.99
Belarus,94,"FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS,",2016,3.07
Cambodia,85,ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THERE,2016,13.54
Cameroon,39,PLASTICS AND ARTICLES THEREOF,2014,11.57
Cameroon,87,VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STO,2014,26.12
Canada,39,PLASTICS AND ARTICLES THEREOF,2015,1.17
Canada,84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICA",2013,0.21
Canada,85,ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THERE,2016,0.62
Canada,90,"OPTICAL, PHOTOGRAPHIC, CINEMATOGRAPHIC, MEASURING,",2014,0.2
Cape Verde,39,PLASTICS AND ARTICLES THEREOF,2013,10.39
Cape Verde,84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICA",2013,3.61
Cape Verde,87,VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STO,2013,33.34
Cape Verde,94,"FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS,",2013,43.73
Central African Republic,73,ARTICLES OF IRON OR STEEL,2013,18.98
Central African Republic,85,ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THERE,2013,14.64
Central African Republic,90,"OPTICAL, PHOTOGRAPHIC, CINEMATOGRAPHIC, MEASURING,",2013,11.62
Sri Lanka,39,PLASTICS AND ARTICLES THEREOF,2012,10.85
Sri Lanka,73,ARTICLES OF IRON OR STEEL,2014,9.37
Sri Lanka,84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICA",2016,2.36
Sri Lanka,87,VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STO,2012,13.81
Sri Lanka,90,"OPTICAL, PHOTOGRAPHIC, CINEMATOGRAPHIC, MEASURING,",2014,0.01
Sri Lanka,94,"FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS,",2016,16.7
Chad,94,"FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS,",2013,28.7
Chile,73,ARTICLES OF IRON OR STEEL,2014,6
Chile,85,ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THERE,2012,6
Chile,87,VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STO,2015,5.92
Chile,94,"FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS,",2013,6
China,39,PLASTICS AND ARTICLES THEREOF,2016,7.05
China,84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICA",2014,4.34
China,87,VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STO,2012,23.31
China,90,"OPTICAL, PHOTOGRAPHIC, CINEMATOGRAPHIC, MEASURING,",2015,3.34
"Taiwan, China",39,PLASTICS AND ARTICLES THEREOF,2015,3.47
"Taiwan, China",85,ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THERE,2014,0.62
"Taiwan, China",90,"OPTICAL, PHOTOGRAPHIC, CINEMATOGRAPHIC, MEASURING,",2016,0.5
Colombia,73,ARTICLES OF IRON OR STEEL,2013,4.88
Colombia,85,ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THERE,2013,3.75
Colombia,90,"OPTICAL, PHOTOGRAPHIC, CINEMATOGRAPHIC, MEASURING,",2013,2.25
Comoros,39,PLASTICS AND ARTICLES THEREOF,2016,20
Comoros,85,ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THERE,2017,20
Comoros,90,"OPTICAL, PHOTOGRAPHIC, CINEMATOGRAPHIC, MEASURING,",2018,20
Mayotte,84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICA",2013,9.95
Mayotte,94,"FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS,",2013,10
"Congo, Rep.",84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICA",2014,11.71
"Congo, Rep.",90,"OPTICAL, PHOTOGRAPHIC, CINEMATOGRAPHIC, MEASURING,",2013,10.66
"Congo, Dem. Rep.",39,PLASTICS AND ARTICLES THEREOF,2016,5.53
"Congo, Dem. Rep.",84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICA",2014,6.41
"Congo, Dem. Rep.",85,ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THERE,2019,9.63
"Congo, Dem. Rep.",90,"OPTICAL, PHOTOGRAPHIC, CINEMATOGRAPHIC, MEASURING,",2015,5.14
"Congo, Dem. Rep.",94,"FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS,",2020,19.2
Cook Islands,84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICA",2012,0
Cook Islands,85,ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THERE,2016,0
Cook Islands,90,"OPTICAL, PHOTOGRAPHIC, CINEMATOGRAPHIC, MEASURING,",2013,0
Cook Islands,94,"FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS,",2017,0
Costa Rica,73,ARTICLES OF IRON OR STEEL,2014,2.91
Costa Rica,85,ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THERE,2012,0.32
Costa Rica,87,VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STO,2015,3.4
Costa Rica,94,"FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS,",2013,11.71
Croatia,39,PLASTICS AND ARTICLES THEREOF,2016,6.28
Croatia,84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICA",2014,1.71
Croatia,87,VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STO,2012,6.53
Croatia,90,"OPTICAL, PHOTOGRAPHIC, CINEMATOGRAPHIC, MEASURING,",2015,0.67
Cuba,39,PLASTICS AND ARTICLES THEREOF,2016,7.06
Cuba,84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICA",2015,9.05
Cuba,85,ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THERE,2018,12.7
Cuba,90,"OPTICAL, PHOTOGRAPHIC, CINEMATOGRAPHIC, MEASURING,",2016,11.22
Cyprus,39,PLASTICS AND ARTICLES THEREOF,2012,5.9
Cyprus,73,ARTICLES OF IRON OR STEEL,2015,0.92
Cyprus,85,ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THERE,2013,1.49
Cyprus,87,VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STO,2016,5.12
Cyprus,94,"FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS,",2014,1.25
Czech Republic,73,ARTICLES OF IRON OR STEEL,2012,2.14
Czech Republic,84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICA",2015,1.27
Czech Republic,87,VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STO,2013,7.52
Czech Republic,90,"OPTICAL, PHOTOGRAPHIC, CINEMATOGRAPHIC, MEASURING,",2016,0.31
Benin,73,ARTICLES OF IRON OR STEEL,2015,16.05
Benin,90,"OPTICAL, PHOTOGRAPHIC, CINEMATOGRAPHIC, MEASURING,",2015,6.43
Denmark,39,PLASTICS AND ARTICLES THEREOF,2016,5.9
Denmark,84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICA",2014,1.14
Denmark,87,VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STO,2012,2.97
Denmark,90,"OPTICAL, PHOTOGRAPHIC, CINEMATOGRAPHIC, MEASURING,",2015,0.74
Dominican Republic,39,PLASTICS AND ARTICLES THEREOF,2013,8.18
Dominican Republic,73,ARTICLES OF IRON OR STEEL,2016,11.01
Dominican Republic,85,ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THERE,2014,5.19
Dominican Republic,90,"OPTICAL, PHOTOGRAPHIC, CINEMATOGRAPHIC, MEASURING,",2012,0.76
Dominican Republic,94,"FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS,",2015,15.66
Ecuador,73,ARTICLES OF IRON OR STEEL,2014,8.09
Ecuador,84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICA",2017,7.17
Ecuador,87,VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STO,2015,18.01
Ecuador,94,"FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS,",2013,23.96
El Salvador,39,PLASTICS AND ARTICLES THEREOF,2015,2.11
El Salvador,84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICA",2013,1.44
El Salvador,85,ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THERE,2016,2.39
El Salvador,90,"OPTICAL, PHOTOGRAPHIC, CINEMATOGRAPHIC, MEASURING,",2014,0.35
Ethiopia(excludes Eritrea),39,PLASTICS AND ARTICLES THEREOF,2015,12.11
Ethiopia(excludes Eritrea),87,VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STO,2015,12.66
Estonia,39,PLASTICS AND ARTICLES THEREOF,2014,6
Estonia,84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICA",2012,1.08
Estonia,85,ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THERE,2015,1.68
Estonia,90,"OPTICAL, PHOTOGRAPHIC, CINEMATOGRAPHIC, MEASURING,",2013,0.94
Estonia,94,"FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS,",2016,1.01
Fiji,73,ARTICLES OF IRON OR STEEL,2015,14.72
Fiji,85,ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THERE,2015,9.32
Fiji,90,"OPTICAL, PHOTOGRAPHIC, CINEMATOGRAPHIC, MEASURING,",2015,4.28
Finland,39,PLASTICS AND ARTICLES THEREOF,2015,5.93
Finland,84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICA",2013,1.05
Finland,85,ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THERE,2016,0.83
Finland,90,"OPTICAL, PHOTOGRAPHIC, CINEMATOGRAPHIC, MEASURING,",2014,0.86
France,39,PLASTICS AND ARTICLES THEREOF,2012,5.79
France,73,ARTICLES OF IRON OR STEEL,2015,3.01
France,85,ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THERE,2013,1.48
France,87,VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STO,2016,5
France,94,"FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS,",2014,1.44
French Polynesia,39,PLASTICS AND ARTICLES THEREOF,2017,11.87
French Polynesia,73,ARTICLES OF IRON OR STEEL,2018,9.51
French Polynesia,85,ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THERE,2012,6.99
French Polynesia,87,VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STO,2013,12.92
French Polynesia,90,"OPTICAL, PHOTOGRAPHIC, CINEMATOGRAPHIC, MEASURING,",2014,8.5
French Polynesia,94,"FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS,",2015,12.39
Georgia,39,PLASTICS AND ARTICLES THEREOF,2017,2.97
Georgia,73,ARTICLES OF IRON OR STEEL,2017,8.07
Georgia,84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICA",2017,0
Georgia,85,ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THERE,2017,0.03
Georgia,87,VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STO,2017,0
Georgia,90,"OPTICAL, PHOTOGRAPHIC, CINEMATOGRAPHIC, MEASURING,",2017,0
